"STATISTIC Label","Year","Eircode Output","UNIT","VALUE"
"New Dwelling Completions","2023","H62: Loughrea","Number","57"
"New Dwelling Completions","2023","H65: Athenry","Number","127"
"New Dwelling Completions","2023","H71: Clifden","Number","23"
"New Dwelling Completions","2023","H91: Galway","Number","778"
"New Dwelling Completions","2023","K32: Balbriggan","Number","27"
"New Dwelling Completions","2023","K34: Skerries","Number","32"
"New Dwelling Completions","2023","K36: Malahide","Number","299"
"New Dwelling Completions","2023","K45: Lusk","Number","139"
"New Dwelling Completions","2023","K56: Rush","Number","130"
"New Dwelling Completions","2023","K67: Swords","Number","282"
"New Dwelling Completions","2023","K78: Lucan","Number","696"
"New Dwelling Completions","2023","N37: Athlone","Number","278"
"New Dwelling Completions","2023","N39: Longford","Number","122"
"New Dwelling Completions","2023","N41: Carrick-on-Shannon","Number","70"
"New Dwelling Completions","2023","N91: Mullingar","Number","292"
"New Dwelling Completions","2023","P12: Macroom","Number","140"
"New Dwelling Completions","2023","P14: Crookstown","Number","44"
"New Dwelling Completions","2023","P17: Kinsale","Number","123"
"New Dwelling Completions","2023","P24: Cobh","Number","37"
"New Dwelling Completions","2023","P25: Midleton","Number","143"
"New Dwelling Completions","2023","P31: Ballincollig","Number","111"
"New Dwelling Completions","2023","P32: Rylane","Number","13"
"New Dwelling Completions","2023","P36: Youghal","Number","83"
"New Dwelling Completions","2023","P43: Carrigaline","Number","262"
"New Dwelling Completions","2023","P47: Dunmanway","Number","32"
"New Dwelling Completions","2023","P51: Mallow","Number","309"
"New Dwelling Completions","2023","P56: Charleville","Number","49"
"New Dwelling Completions","2023","P61: Fermoy","Number","125"
"New Dwelling Completions","2023","P67: Mitchelstown","Number","12"
"New Dwelling Completions","2023","P72: Bandon","Number","113"
"New Dwelling Completions","2023","P75: Bantry","Number","91"
"New Dwelling Completions","2023","P81: Skibbereen","Number","58"
"New Dwelling Completions","2023","P85: Clonakilty","Number","78"
"New Dwelling Completions","2023","R14: Athy","Number","121"
"New Dwelling Completions","2023","R21: Mhuine Bheag","Number","42"
"New Dwelling Completions","2023","R32: Portlaoise","Number","760"
"New Dwelling Completions","2023","R35: Tullamore","Number","316"
"New Dwelling Completions","2023","R42: Birr","Number","96"
"New Dwelling Completions","2023","R45: Edenderry","Number","49"
"New Dwelling Completions","2023","R51: Kildare","Number","449"
"New Dwelling Completions","2023","R56: Curragh","Number","88"
"New Dwelling Completions","2023","R93: Carlow","Number","209"
"New Dwelling Completions","2023","R95: Kilkenny","Number","487"
"New Dwelling Completions","2023","T12: Cork Southside","Number","511"
"New Dwelling Completions","2023","T23: Cork Northside","Number","442"
"New Dwelling Completions","2023","T34: Carrignavar","Number","66"
"New Dwelling Completions","2023","T45: Glanmire","Number","269"
"New Dwelling Completions","2023","T56: Watergrasshill","Number","53"
"New Dwelling Completions","2023","V14: Shannon","Number","25"
"New Dwelling Completions","2023","V15: Kilrush","Number","33"
"New Dwelling Completions","2023","V23: Caherciveen","Number","24"
"New Dwelling Completions","2023","V31: Listowel","Number","86"
"New Dwelling Completions","2023","V35: Kilmallock","Number","92"
"New Dwelling Completions","2023","V42: Newcastle West","Number","28"
"New Dwelling Completions","2023","V92: Tralee","Number","262"
"New Dwelling Completions","2023","V93: Killarney","Number","221"
"New Dwelling Completions","2023","V94: Limerick","Number","737"
"New Dwelling Completions","2023","V95: Ennis","Number","283"
"New Dwelling Completions","2023","W12: Newbridge","Number","278"
"New Dwelling Completions","2023","W23: Celbridge","Number","927"
"New Dwelling Completions","2023","W34: Monasterevin","Number","53"
"New Dwelling Completions","2023","W91: Naas","Number","1024"
"New Dwelling Completions","2023","X35: Dungarvan","Number","53"
"New Dwelling Completions","2023","X42: Kilmacthomas","Number","15"
"New Dwelling Completions","2023","X91: Waterford","Number","492"
"New Dwelling Completions","2023","Y14: Arklow","Number","74"
"New Dwelling Completions","2023","Y21: Enniscorthy","Number","278"
"New Dwelling Completions","2023","Y25: Gorey","Number","316"
"New Dwelling Completions","2023","Y34: New Ross","Number","41"
"New Dwelling Completions","2023","Y35: Wexford","Number","345"
"New Dwelling Completions","2024","All","Number","30147"
"New Dwelling Completions","2024","A41: Ballyboughal","Number","1"
"New Dwelling Completions","2024","A42: Garristown","Number","30"
"New Dwelling Completions","2024","A45: Oldtown","Number","4"
"New Dwelling Completions","2024","A63: Greystones","Number","457"
"New Dwelling Completions","2024","A67: Wicklow","Number","372"
"New Dwelling Completions","2024","A75: Castleblaney","Number","77"
"New Dwelling Completions","2024","A81: Carrickmacross","Number","78"
"New Dwelling Completions","2024","A82: Kells","Number","191"
"New Dwelling Completions","2024","A83: Enfield","Number","121"
"New Dwelling Completions","2024","A84: Ashbourne","Number","101"
"New Dwelling Completions","2024","A85: Dunshaughlin","Number","186"
"New Dwelling Completions","2024","A86: Dunboyne","Number","13"
"New Dwelling Completions","2024","A91: Dundalk","Number","453"
"New Dwelling Completions","2024","A92: Drogheda","Number","1043"
"New Dwelling Completions","2024","A94: Blackrock","Number","448"
"New Dwelling Completions","2024","A96: Glenageary","Number","295"
"New Dwelling Completions","2024","A98: Bray","Number","453"
"New Dwelling Completions","2024","C15: Navan","Number","687"
"New Dwelling Completions","2024","D01: Dublin 1","Number","78"
"New Dwelling Completions","2024","D02: Dublin 2","Number","41"
"New Dwelling Completions","2024","D03: Dublin 3","Number","397"
"New Dwelling Completions","2024","D04: Dublin 4","Number","176"
"New Dwelling Completions","2024","D05: Dublin 5","Number","283"
"New Dwelling Completions","2024","D06: Dublin 6","Number","57"
"New Dwelling Completions","2024","D07: Dublin 7","Number","82"
"New Dwelling Completions","2024","D08: Dublin 8","Number","312"
"New Dwelling Completions","2024","D09: Dublin 9","Number","252"
"New Dwelling Completions","2024","D10: Dublin 10","Number","145"
"New Dwelling Completions","2024","D11: Dublin 11","Number","20"
"New Dwelling Completions","2024","D12: Dublin 12","Number","453"
"New Dwelling Completions","2024","D13: Dublin 13","Number","1378"
"New Dwelling Completions","2024","D14: Dublin 14","Number","82"
"New Dwelling Completions","2024","D15: Dublin 15","Number","1044"
"New Dwelling Completions","2024","D16: Dublin 16","Number","46"
"New Dwelling Completions","2024","D17: Dublin 17","Number","95"
"New Dwelling Completions","2024","D18: Dublin 18","Number","1098"
"New Dwelling Completions","2024","D20: Dublin 20","Number","172"
"New Dwelling Completions","2024","D22: Dublin 22","Number","798"
"New Dwelling Completions","2024","D24: Dublin 24","Number","1133"
"New Dwelling Completions","2024","D6W: Dublin 6W","Number","36"
"New Dwelling Completions","2024","E21: Cahir","Number","36"
"New Dwelling Completions","2024","E25: Cashel","Number","90"
"New Dwelling Completions","2024","E32: Carrick-on-Suir","Number","36"
"New Dwelling Completions","2024","E34: Tipperary","Number","55"
"New Dwelling Completions","2024","E41: Thurles","Number","56"
"New Dwelling Completions","2024","E45: Nenagh","Number","77"
"New Dwelling Completions","2024","E53: Roscrea","Number","31"
"New Dwelling Completions","2024","E91: Clonmel","Number","107"
"New Dwelling Completions","2024","F12: Claremorris","Number","108"
"New Dwelling Completions","2024","F23: Castlebar","Number","103"
"New Dwelling Completions","2024","F26: Ballina","Number","142"
"New Dwelling Completions","2024","F28: Westport","Number","201"
"New Dwelling Completions","2024","F31: Ballinrobe","Number","35"
"New Dwelling Completions","2024","F35: Ballyhaunis","Number","7"
"New Dwelling Completions","2024","F42: Roscommon","Number","78"
"New Dwelling Completions","2024","F45: Castlerea","Number","83"
"New Dwelling Completions","2024","F52: Boyle","Number","22"
"New Dwelling Completions","2024","F56: Ballymote","Number","19"
"New Dwelling Completions","2024","F91: Sligo","Number","167"
"New Dwelling Completions","2024","F92: Letterkenny","Number","249"
"New Dwelling Completions","2024","F93: Lifford","Number","224"
"New Dwelling Completions","2024","F94: Donegal","Number","156"
"New Dwelling Completions","2024","H12: Cavan","Number","67"
"New Dwelling Completions","2024","H14: Belturbet","Number","25"
"New Dwelling Completions","2024","H16: Cootehill","Number","23"
"New Dwelling Completions","2024","H18: Monaghan","Number","99"
"New Dwelling Completions","2024","H23: Clones","Number","7"
"New Dwelling Completions","2024","H53: Ballinasloe","Number","198"
"New Dwelling Completions","2024","H54: Tuam","Number","156"
"New Dwelling Completions","2024","H62: Loughrea","Number","70"
"New Dwelling Completions","2024","H65: Athenry","Number","47"
"New Dwelling Completions","2024","H71: Clifden","Number","9"
"New Dwelling Completions","2024","H91: Galway","Number","739"
"New Dwelling Completions","2024","K32: Balbriggan","Number","183"
"New Dwelling Completions","2024","K34: Skerries","Number","29"
"New Dwelling Completions","2024","K36: Malahide","Number","244"
"New Dwelling Completions","2024","K45: Lusk","Number","146"
"New Dwelling Completions","2024","K56: Rush","Number","153"
"New Dwelling Completions","2024","K67: Swords","Number","107"
"New Dwelling Completions","2024","K78: Lucan","Number","1034"
"New Dwelling Completions","2024","N37: Athlone","Number","222"
"New Dwelling Completions","2024","N39: Longford","Number","133"
"New Dwelling Completions","2024","N41: Carrick-on-Shannon","Number","91"
"New Dwelling Completions","2024","N91: Mullingar","Number","317"
"New Dwelling Completions","2024","P12: Macroom","Number","107"
"New Dwelling Completions","2024","P14: Crookstown","Number","52"
"New Dwelling Completions","2024","P17: Kinsale","Number","109"
"New Dwelling Completions","2024","P24: Cobh","Number","166"
"New Dwelling Completions","2024","P25: Midleton","Number","300"
"New Dwelling Completions","2024","P31: Ballincollig","Number","304"
"New Dwelling Completions","2024","P32: Rylane","Number","10"
"New Dwelling Completions","2024","P36: Youghal","Number","64"
"New Dwelling Completions","2024","P43: Carrigaline","Number","228"
"New Dwelling Completions","2024","P47: Dunmanway","Number","31"
"New Dwelling Completions","2024","P51: Mallow","Number","230"
"New Dwelling Completions","2024","P56: Charleville","Number","155"
"New Dwelling Completions","2024","P61: Fermoy","Number","154"
"New Dwelling Completions","2024","P67: Mitchelstown","Number","14"
"New Dwelling Completions","2024","P72: Bandon","Number","136"
"New Dwelling Completions","2024","P75: Bantry","Number","85"
"New Dwelling Completions","2024","P81: Skibbereen","Number","69"
"New Dwelling Completions","2024","P85: Clonakilty","Number","101"
"New Dwelling Completions","2024","R14: Athy","Number","56"
"New Dwelling Completions","2024","R21: Mhuine Bheag","Number","23"
"New Dwelling Completions","2024","R32: Portlaoise","Number","578"
"New Dwelling Completions","2024","R35: Tullamore","Number","254"
"New Dwelling Completions","2024","R42: Birr","Number","52"
"New Dwelling Completions","2024","R45: Edenderry","Number","65"
"New Dwelling Completions","2024","R51: Kildare","Number","165"
"New Dwelling Completions","2024","R56: Curragh","Number","53"
"New Dwelling Completions","2024","R93: Carlow","Number","306"
"New Dwelling Completions","2024","R95: Kilkenny","Number","450"
"New Dwelling Completions","2024","T12: Cork Southside","Number","656"
"New Dwelling Completions","2024","T23: Cork Northside","Number","343"
"New Dwelling Completions","2024","T34: Carrignavar","Number","22"
"New Dwelling Completions","2024","T45: Glanmire","Number","206"
"New Dwelling Completions","2024","T56: Watergrasshill","Number","39"
"New Dwelling Completions","2024","V14: Shannon","Number","26"
"New Dwelling Completions","2024","V15: Kilrush","Number","37"
"New Dwelling Completions","2024","V23: Caherciveen","Number","21"
"New Dwelling Completions","2024","V31: Listowel","Number","23"
"New Dwelling Completions","2024","V35: Kilmallock","Number","83"
"New Dwelling Completions","2024","V42: Newcastle West","Number","41"
"New Dwelling Completions","2024","V92: Tralee","Number","169"
"New Dwelling Completions","2024","V93: Killarney","Number","255"
"New Dwelling Completions","2024","V94: Limerick","Number","971"
"New Dwelling Completions","2024","V95: Ennis","Number","383"
"New Dwelling Completions","2024","W12: Newbridge","Number","282"
"New Dwelling Completions","2024","W23: Celbridge","Number","440"
"New Dwelling Completions","2024","W34: Monasterevin","Number","34"
"New Dwelling Completions","2024","W91: Naas","Number","549"
"New Dwelling Completions","2024","X35: Dungarvan","Number","68"
"New Dwelling Completions","2024","X42: Kilmacthomas","Number","10"
"New Dwelling Completions","2024","X91: Waterford","Number","661"
"New Dwelling Completions","2024","Y14: Arklow","Number","61"
"New Dwelling Completions","2024","Y21: Enniscorthy","Number","316"
"New Dwelling Completions","2024","Y25: Gorey","Number","298"
"New Dwelling Completions","2024","Y34: New Ross","Number","93"
"New Dwelling Completions","2024","Y35: Wexford","Number","374"
"New Dwelling Completions","2025","All","Number","36284"
"New Dwelling Completions","2025","A41: Ballyboughal","Number","5"
"New Dwelling Completions","2025","A42: Garristown","Number","17"
"New Dwelling Completions","2025","A45: Oldtown","Number","1"
"New Dwelling Completions","2025","A63: Greystones","Number","276"
"New Dwelling Completions","2025","A67: Wicklow","Number","621"
"New Dwelling Completions","2025","A75: Castleblaney","Number","52"
"New Dwelling Completions","2025","A81: Carrickmacross","Number","105"
"New Dwelling Completions","2025","A82: Kells","Number","314"
"New Dwelling Completions","2025","A83: Enfield","Number","237"
"New Dwelling Completions","2025","A84: Ashbourne","Number","244"
"New Dwelling Completions","2025","A85: Dunshaughlin","Number","299"
"New Dwelling Completions","2025","A86: Dunboyne","Number","63"
"New Dwelling Completions","2025","A91: Dundalk","Number","650"
"New Dwelling Completions","2025","A92: Drogheda","Number","1204"
"New Dwelling Completions","2025","A94: Blackrock","Number","183"
"New Dwelling Completions","2025","A96: Glenageary","Number","183"
"New Dwelling Completions","2025","A98: Bray","Number","368"
"New Dwelling Completions","2025","C15: Navan","Number","712"
"New Dwelling Completions","2025","D01: Dublin 1","Number","554"
"New Dwelling Completions","2025","D02: Dublin 2","Number","103"
"New Dwelling Completions","2025","D03: Dublin 3","Number","542"
"New Dwelling Completions","2025","D04: Dublin 4","Number","814"
"New Dwelling Completions","2025","D05: Dublin 5","Number","56"
"New Dwelling Completions","2025","D06: Dublin 6","Number","62"
"New Dwelling Completions","2025","D07: Dublin 7","Number","556"
"New Dwelling Completions","2025","D08: Dublin 8","Number","138"
"New Dwelling Completions","2025","D09: Dublin 9","Number","537"
"New Dwelling Completions","2025","D10: Dublin 10","Number","317"
"New Dwelling Completions","2025","D11: Dublin 11","Number","602"
"New Dwelling Completions","2025","D12: Dublin 12","Number","423"
"New Dwelling Completions","2025","D13: Dublin 13","Number","702"
"New Dwelling Completions","2025","D14: Dublin 14","Number","114"
"New Dwelling Completions","2025","D15: Dublin 15","Number","1163"
"New Dwelling Completions","2025","D16: Dublin 16","Number","152"
"New Dwelling Completions","2025","D17: Dublin 17","Number","75"
"New Dwelling Completions","2025","D18: Dublin 18","Number","1350"
"New Dwelling Completions","2025","D20: Dublin 20","Number","3"
"New Dwelling Completions","2025","D22: Dublin 22","Number","902"
"New Dwelling Completions","2025","D24: Dublin 24","Number","1234"
"New Dwelling Completions","2025","D6W: Dublin 6W","Number","134"
"New Dwelling Completions","2025","E21: Cahir","Number","52"
"New Dwelling Completions","2025","E25: Cashel","Number","94"
"New Dwelling Completions","2025","E32: Carrick-on-Suir","Number","76"
"New Dwelling Completions","2025","E34: Tipperary","Number","41"
"New Dwelling Completions","2025","E41: Thurles","Number","177"
"New Dwelling Completions","2025","E45: Nenagh","Number","112"
"New Dwelling Completions","2025","E53: Roscrea","Number","85"
"New Dwelling Completions","2025","E91: Clonmel","Number","214"
"New Dwelling Completions","2025","F12: Claremorris","Number","98"
"New Dwelling Completions","2025","F23: Castlebar","Number","115"
"New Dwelling Completions","2025","F26: Ballina","Number","148"
"New Dwelling Completions","2025","F28: Westport","Number","111"
"New Dwelling Completions","2025","F31: Ballinrobe","Number","23"
"New Dwelling Completions","2025","F35: Ballyhaunis","Number","14"
"New Dwelling Completions","2025","F42: Roscommon","Number","63"
"New Dwelling Completions","2025","F45: Castlerea","Number","48"
"New Dwelling Completions","2025","F52: Boyle","Number","39"
"New Dwelling Completions","2025","F56: Ballymote","Number","27"
"New Dwelling Completions","2025","F91: Sligo","Number","367"
"New Dwelling Completions","2025","F92: Letterkenny","Number","286"
"New Dwelling Completions","2025","F93: Lifford","Number","217"
"New Dwelling Completions","2025","F94: Donegal","Number","178"
"New Dwelling Completions","2025","H12: Cavan","Number","155"
"New Dwelling Completions","2025","H14: Belturbet","Number","26"
"New Dwelling Completions","2025","H16: Cootehill","Number","38"
"New Dwelling Completions","2025","H18: Monaghan","Number","151"
"New Dwelling Completions","2025","H23: Clones","Number","10"
"New Dwelling Completions","2025","H53: Ballinasloe","Number","127"
"New Dwelling Completions","2025","H54: Tuam","Number","88"
"New Dwelling Completions","2025","H62: Loughrea","Number","73"
"New Dwelling Completions","2025","H65: Athenry","Number","106"
"New Dwelling Completions","2025","H71: Clifden","Number","28"
"New Dwelling Completions","2025","H91: Galway","Number","1070"
"New Dwelling Completions","2025","K32: Balbriggan","Number","101"
"New Dwelling Completions","2025","K34: Skerries","Number","157"
"New Dwelling Completions","2025","K36: Malahide","Number","710"
"New Dwelling Completions","2025","K45: Lusk","Number","180"
"New Dwelling Completions","2025","K56: Rush","Number","156"
"New Dwelling Completions","2025","K67: Swords","Number","318"
"New Dwelling Completions","2025","K78: Lucan","Number","1118"
"New Dwelling Completions","2025","N37: Athlone","Number","329"
"New Dwelling Completions","2025","N39: Longford","Number","104"
"New Dwelling Completions","2025","N41: Carrick-on-Shannon","Number","118"
"New Dwelling Completions","2025","N91: Mullingar","Number","488"
"New Dwelling Completions","2025","P12: Macroom","Number","196"
"New Dwelling Completions","2025","P14: Crookstown","Number","52"
"New Dwelling Completions","2025","P17: Kinsale","Number","77"
"New Dwelling Completions","2025","P24: Cobh","Number","41"
"New Dwelling Completions","2025","P25: Midleton","Number","445"
"New Dwelling Completions","2025","P31: Ballincollig","Number","215"
"New Dwelling Completions","2025","P32: Rylane","Number","12"
"New Dwelling Completions","2025","P36: Youghal","Number","43"
"New Dwelling Completions","2025","P43: Carrigaline","Number","211"
"New Dwelling Completions","2025","P47: Dunmanway","Number","45"
"New Dwelling Completions","2025","P51: Mallow","Number","228"
"New Dwelling Completions","2025","P56: Charleville","Number","26"
"New Dwelling Completions","2025","P61: Fermoy","Number","170"
"New Dwelling Completions","2025","P67: Mitchelstown","Number","23"
"New Dwelling Completions","2025","P72: Bandon","Number","129"
"New Dwelling Completions","2025","P75: Bantry","Number","71"
"New Dwelling Completions","2025","P81: Skibbereen","Number","63"
"New Dwelling Completions","2025","P85: Clonakilty","Number","72"
"New Dwelling Completions","2025","R14: Athy","Number","314"
"New Dwelling Completions","2025","R21: Mhuine Bheag","Number","18"
"New Dwelling Completions","2025","R32: Portlaoise","Number","806"
"New Dwelling Completions","2025","R35: Tullamore","Number","126"
"New Dwelling Completions","2025","R42: Birr","Number","109"
"New Dwelling Completions","2025","R45: Edenderry","Number","79"
"New Dwelling Completions","2025","R51: Kildare","Number","292"
"New Dwelling Completions","2025","R56: Curragh","Number","152"
"New Dwelling Completions","2025","R93: Carlow","Number","207"
"New Dwelling Completions","2025","R95: Kilkenny","Number","430"
"New Dwelling Completions","2025","T12: Cork Southside","Number","745"
"New Dwelling Completions","2025","T23: Cork Northside","Number","642"
"New Dwelling Completions","2025","T34: Carrignavar","Number","29"
"New Dwelling Completions","2025","T45: Glanmire","Number","189"
"New Dwelling Completions","2025","T56: Watergrasshill","Number","50"
"New Dwelling Completions","2025","V14: Shannon","Number","31"
"New Dwelling Completions","2025","V15: Kilrush","Number","84"
"New Dwelling Completions","2025","V23: Caherciveen","Number","31"
"New Dwelling Completions","2025","V31: Listowel","Number","32"
"New Dwelling Completions","2025","V35: Kilmallock","Number","135"
"New Dwelling Completions","2025","V42: Newcastle West","Number","64"
"New Dwelling Completions","2025","V92: Tralee","Number","233"
"New Dwelling Completions","2025","V93: Killarney","Number","413"
"New Dwelling Completions","2025","V94: Limerick","Number","748"
"New Dwelling Completions","2025","V95: Ennis","Number","424"
"New Dwelling Completions","2025","W12: Newbridge","Number","261"
"New Dwelling Completions","2025","W23: Celbridge","Number","557"
"New Dwelling Completions","2025","W34: Monasterevin","Number","77"
"New Dwelling Completions","2025","W91: Naas","Number","702"
"New Dwelling Completions","2025","X35: Dungarvan","Number","50"
"New Dwelling Completions","2025","X42: Kilmacthomas","Number","29"
"New Dwelling Completions","2025","X91: Waterford","Number","663"
"New Dwelling Completions","2025","Y14: Arklow","Number","80"
"New Dwelling Completions","2025","Y21: Enniscorthy","Number","339"
"New Dwelling Completions","2025","Y25: Gorey","Number","323"
"New Dwelling Completions","2025","Y34: New Ross","Number","59"
"New Dwelling Completions","2025","Y35: Wexford","Number","339"
